shipment_id,order_id,supplier_id,warehouse_id,product_id,ship_date,promised_delivery_date,actual_delivery_date,delay_days,is_delayed,delay_reason,carrier,shipment_status,stockout_flag,warehouse_overload_flag
SHP-005506,ORD-005506,SUP-013,WH-008,PRD-0092,2025-12-31,2026-01-07,2026-01-08,1.0,True,,DHL Freight,delivered,False,False
SHP-005507,ORD-005507,SUP-022,WH-003,PRD-0089,2025-11-26,2025-12-06,2025-12-11,5.0,True,warehouse_capacity_constraint,DHL Freight,delivered,False,False
SHP-005508,ORD-005508,SUP-015,WH-008,PRD-0158,2025-03-21,2025-03-30,2025-03-28,-2.0,False,,Kuehne+Nagel,delivered,False,False
SHP-005509,ORD-005509,SUP-007,WH-007,PRD-0095,2025-12-19,2025-12-22,2025-12-22,0.0,False,,Kuehne+Nagel,delivered,False,False
SHP-005510,ORD-005510,SUP-001,WH-003,PRD-0112,2025-05-30,2025-06-07,2025-06-10,3.0,True,warehouse_capacity_constraint,UPS,delivered,False,True
SHP-005511,ORD-005511,SUP-022,WH-002,PRD-0064,2025-02-10,2025-02-20,2025-02-19,-1.0,False,,DHL Freight,delivered,False,False
SHP-005512,ORD-005512,SUP-022,WH-007,PRD-0140,2025-11-24,2025-12-02,2025-12-03,1.0,True,,DHL Freight,delivered,True,False
SHP-005513,ORD-005513,SUP-014,WH-001,PRD-0058,2025-04-16,2025-04-21,2025-04-19,-2.0,False,,DPD,delivered,False,True
SHP-005514,ORD-005514,SUP-003,WH-001,PRD-0035,2025-12-05,2025-12-11,2025-12-12,1.0,True,,DB Schenker,delivered,True,False
SHP-005515,ORD-005515,SUP-001,WH-006,PRD-0013,2025-07-07,2025-07-11,2025-07-11,0.0,False,,DB Schenker,delivered,True,False
SHP-005516,ORD-005516,SUP-012,WH-008,PRD-0148,2025-06-30,2025-07-11,2025-07-09,-2.0,False,,DHL Freight,delivered,False,False
SHP-005517,ORD-005517,SUP-008,WH-004,PRD-0081,2025-10-25,2025-11-03,,,,,DPD,in_transit,False,False
SHP-005518,ORD-005518,SUP-023,WH-001,PRD-0052,2025-01-30,,2025-02-18,10.0,True,supplier_late_dispatch,UPS,delivered,True,False
SHP-005519,ORD-005519,SUP-004,WH-002,PRD-0057,2025-02-14,2025-02-27,,,,,DPD,in_transit,False,False
SHP-005520,ORD-005520,SUP-019,WH-005,PRD-0180,2025-11-23,2025-11-28,2025-11-27,-1.0,False,,UPS,delivered,False,False
SHP-005521,ORD-005521,SUP-004,WH-005,PRD-0062,2025-10-21,2025-11-01,2025-11-02,1.0,True,,DPD,delivered,False,False
SHP-005522,ORD-005522,SUP-023,WH-002,PRD-0131,2025-11-27,2025-12-07,2025-12-07,0.0,False,,DPD,delivered,False,False
SHP-005523,ORD-005523,SUP-022,WH-007,PRD-0010,2025-12-23,2026-01-02,2026-01-04,2.0,True,customs_documentation,DB Schenker,delivered,False,False
SHP-005524,ORD-005524,SUP-023,WH-008,PRD-0144,2025-04-14,2025-04-23,2025-04-23,0.0,False,,DHL Freight,delivered,False,False
SHP-005525,ORD-005525,SUP-018,WH-004,PRD-0039,2025-01-10,2025-01-15,2025-01-29,14.0,True,carrier_delay,DPD,delivered,False,False
SHP-005526,ORD-005526,SUP-015,WH-001,PRD-0018,2025-12-04,2025-12-11,2025-12-14,3.0,True,warehouse_capacity_constraint,DHL Freight,delivered,False,True
SHP-005527,ORD-005527,SUP-004,WH-004,PRD-0003,2025-04-11,2025-04-24,2025-04-24,0.0,False,,UPS,delivered,False,False
SHP-005528,ORD-005528,SUP-006,WH-007,PRD-0135,2025-10-25,2025-10-27,2025-10-27,0.0,False,,Kuehne+Nagel,delivered,False,False
SHP-005529,ORD-005529,SUP-008,WH-005,PRD-0078,2025-10-18,2025-10-24,2025-10-27,3.0,True,inventory_shortage,DB Schenker,delivered,False,False
SHP-005530,ORD-005530,SUP-024,WH-006,PRD-0117,2025-04-15,2025-04-26,2025-04-24,-2.0,False,,UPS,delivered,False,False
SHP-005531,ORD-005531,SUP-008,WH-007,PRD-0054,2025-02-22,2025-03-05,2025-03-11,6.0,True,warehouse_capacity_constraint,DHL Freight,delivered,True,False
SHP-005532,ORD-005532,SUP-016,WH-001,PRD-0008,2025-12-27,2026-01-13,2026-01-12,-1.0,False,,DB Schenker,delivered,False,True
SHP-005533,ORD-005533,SUP-023,WH-004,PRD-0179,2025-11-24,2025-12-05,,,,,DHL Freight,in_transit,False,False
SHP-005534,ORD-005534,SUP-018,WH-001,PRD-0039,2025-07-03,2025-07-09,2025-07-10,1.0,True,,DPD,delivered,False,False
SHP-005535,ORD-005535,SUP-013,WH-002,PRD-0099,2025-05-06,2025-05-14,2025-05-15,1.0,True,,DPD,delivered,False,False
SHP-005536,ORD-005536,SUP-020,WH-003,PRD-0128,2025-02-13,2025-02-18,2025-02-16,-2.0,False,,DHL Freight,delivered,True,False
SHP-005537,ORD-005537,SUP-016,WH-007,PRD-0142,2025-05-06,2025-05-19,2025-05-19,0.0,False,,DPD,delivered,True,False
SHP-005538,ORD-005538,SUP-015,WH-005,PRD-0076,2025-10-30,2025-11-04,2025-11-04,0.0,False,,UPS,delivered,False,False
SHP-005539,ORD-005539,SUP-011,WH-007,PRD-0159,2025-05-22,2025-05-30,2025-06-01,2.0,True,supplier_late_dispatch,DB Schenker,delivered,False,False
SHP-005540,ORD-005540,SUP-008,WH-001,PRD-0030,2025-12-15,2025-12-25,2025-12-29,4.0,True,supplier_late_dispatch,UPS,delivered,False,False
SHP-005541,ORD-005541,SUP-011,WH-008,PRD-0001,2025-01-31,2025-02-06,2025-02-06,0.0,False,,DB Schenker,delivered,False,False
SHP-005542,ORD-005542,SUP-008,WH-007,PRD-0073,2025-03-24,2025-04-03,2025-04-02,-1.0,False,,Kuehne+Nagel,delivered,True,False
SHP-005543,ORD-005543,SUP-011,WH-001,PRD-0001,2025-11-25,2025-12-04,2025-12-04,0.0,False,,DB Schenker,delivered,False,True
SHP-005544,ORD-005544,SUP-001,WH-005,PRD-0112,2025-01-27,2025-02-01,2025-01-30,-2.0,False,,DPD,delivered,False,False
SHP-005545,ORD-005545,SUP-007,WH-007,PRD-0036,2025-09-18,2025-09-21,2025-09-25,4.0,True,warehouse_capacity_constraint,DB Schenker,delivered,False,False
SHP-005546,ORD-005546,SUP-009,WH-002,PRD-0042,2025-01-19,2025-01-28,2025-01-28,0.0,False,,DHL Freight,delivered,False,False
SHP-005547,ORD-005547,SUP-010,WH-008,PRD-0151,2025-12-04,2025-12-07,2025-12-09,2.0,True,warehouse_capacity_constraint,DPD,delivered,False,True
SHP-005548,ORD-005548,SUP-006,WH-008,PRD-0098,2025-05-26,2025-05-31,2025-05-29,-2.0,False,,DHL Freight,delivered,False,False
SHP-005549,ORD-005549,SUP-001,WH-007,PRD-0013,2025-03-15,2025-03-24,2025-03-24,0.0,False,,UPS,delivered,True,False
SHP-005550,ORD-005550,SUP-004,WH-005,PRD-0017,2025-03-14,2025-03-29,2025-03-30,1.0,True,,DPD,delivered,True,True
SHP-005551,ORD-005551,SUP-007,WH-004,PRD-0095,2025-06-01,2025-06-10,2025-06-08,-2.0,False,,Kuehne+Nagel,delivered,False,False
SHP-005552,ORD-005552,SUP-014,WH-008,PRD-0049,2025-05-16,2025-05-23,2025-05-22,-1.0,False,,DHL Freight,delivered,False,False
SHP-005553,ORD-005553,SUP-023,WH-008,PRD-0144,2025-03-30,2025-04-09,2025-04-09,0.0,False,,DB Schenker,delivered,False,True
SHP-005554,ORD-005554,SUP-020,WH-003,PRD-0155,2025-10-27,2025-10-31,2025-10-29,-2.0,False,,UPS,delivered,False,False
SHP-005555,ORD-005555,SUP-014,WH-006,PRD-0058,2025-10-03,2025-10-10,2025-10-10,0.0,False,,Kuehne+Nagel,delivered,False,False
SHP-005556,ORD-005556,SUP-010,WH-008,PRD-0151,2025-04-28,2025-05-04,2025-05-04,0.0,False,,Kuehne+Nagel,delivered,False,True
SHP-005557,ORD-005557,SUP-017,WH-007,PRD-0137,2025-12-19,2026-01-03,2026-01-01,-2.0,False,,Kuehne+Nagel,delivered,False,False
SHP-005558,ORD-005558,SUP-008,WH-008,PRD-0133,2025-12-03,2025-12-12,2025-12-11,-1.0,False,,DHL Freight,delivered,False,False
SHP-005559,ORD-005559,SUP-023,WH-001,PRD-0144,2025-09-02,2025-09-12,2025-09-12,0.0,False,,DPD,delivered,False,False
SHP-005560,ORD-005560,SUP-008,WH-003,PRD-0053,2025-04-12,2025-04-20,2025-04-18,-2.0,False,,DHL Freight,delivered,False,False
SHP-005561,ORD-005561,SUP-007,WH-004,PRD-0118,2025-11-29,2025-12-04,2025-12-05,1.0,True,,DB Schenker,delivered,False,False
SHP-005562,ORD-005562,SUP-024,WH-006,PRD-0068,2025-03-27,2025-04-08,2025-04-06,-2.0,False,,Kuehne+Nagel,delivered,True,False
SHP-005563,ORD-005563,SUP-005,WH-008,PRD-0070,2025-05-30,2025-06-08,2025-06-07,-1.0,False,,Kuehne+Nagel,delivered,False,False
SHP-005564,ORD-005564,SUP-001,WH-003,PRD-0065,2025-10-27,2025-11-05,2025-11-19,14.0,True,supplier_late_dispatch,Kuehne+Nagel,delivered,True,False
SHP-005565,ORD-005565,SUP-007,WH-003,PRD-0036,2025-12-04,2025-12-09,2025-12-10,1.0,True,,DPD,delivered,False,False
SHP-005566,ORD-005566,SUP-017,WH-001,PRD-0059,2025-08-06,2025-08-19,2025-08-23,4.0,True,warehouse_capacity_constraint,DHL Freight,delivered,True,True
SHP-005567,ORD-005567,SUP-005,WH-005,PRD-0162,2025-10-19,2025-10-30,2025-11-06,7.0,True,carrier_delay,DPD,delivered,False,False
SHP-005568,ORD-005568,SUP-002,WH-001,PRD-0031,2025-04-17,2025-04-30,2025-05-01,1.0,True,,DPD,delivered,False,False
SHP-005569,ORD-005569,SUP-011,WH-001,PRD-0080,2025-12-28,2026-01-05,2026-01-07,2.0,True,supplier_late_dispatch,DPD,delivered,False,False
SHP-005570,ORD-005570,SUP-008,WH-001,PRD-0133,2025-04-13,2025-04-22,2025-04-20,-2.0,False,,DB Schenker,delivered,False,False
SHP-005571,ORD-005571,SUP-015,WH-008,PRD-0076,2025-10-11,2025-10-15,2025-10-14,-1.0,False,,DPD,delivered,False,False
SHP-005572,ORD-005572,SUP-016,WH-003,PRD-0167,2025-03-03,2025-03-16,2025-03-30,14.0,True,carrier_delay,DHL Freight,delivered,False,False
SHP-005573,ORD-005573,SUP-017,WH-003,PRD-0137,2025-05-25,2025-06-08,2025-06-07,-1.0,False,,DPD,delivered,False,False
SHP-005574,ORD-005574,SUP-018,WH-006,PRD-0145,2025-03-26,2025-04-03,2025-04-01,-2.0,False,,DPD,delivered,False,False
SHP-005575,ORD-005575,SUP-015,WH-001,PRD-0158,2025-01-19,2025-01-24,2025-01-25,1.0,True,,Kuehne+Nagel,delivered,False,False
SHP-005576,ORD-005576,SUP-018,WH-001,PRD-0022,2025-09-22,2025-10-02,,,,,DB Schenker,in_transit,False,False
SHP-005577,ORD-005577,SUP-013,WH-003,PRD-0092,2025-09-15,2025-09-22,2025-09-22,0.0,False,,DHL Freight,delivered,False,False
SHP-005578,ORD-005578,SUP-008,WH-001,PRD-0074,2025-11-01,2025-11-13,2025-11-17,4.0,True,supplier_late_dispatch,UPS,delivered,False,False
SHP-005579,ORD-005579,SUP-018,WH-003,PRD-0077,2025-01-21,2025-01-27,2025-01-25,-2.0,False,,DHL Freight,delivered,True,False
SHP-005580,ORD-005580,SUP-021,WH-005,PRD-0072,2025-12-29,2026-01-05,2026-01-05,0.0,False,,DPD,delivered,False,False
SHP-005581,ORD-005581,SUP-013,WH-008,PRD-0056,2025-10-01,2025-10-07,2025-10-07,0.0,False,,UPS,delivered,False,False
SHP-005582,ORD-005582,SUP-017,WH-001,PRD-0114,2025-02-14,2025-02-24,,,,,DPD,in_transit,False,False
SHP-005583,ORD-005583,SUP-009,WH-008,PRD-0044,2025-06-03,2025-06-14,,,,,UPS,in_transit,True,True
SHP-005584,ORD-005584,SUP-015,WH-008,PRD-0163,2025-11-23,2025-11-28,2025-11-26,-2.0,False,,Kuehne+Nagel,delivered,False,False
SHP-005585,ORD-005585,SUP-014,WH-007,PRD-0058,2025-03-13,2025-03-16,2025-03-19,3.0,True,carrier_delay,DB Schenker,delivered,False,False
SHP-005586,ORD-005586,SUP-010,WH-008,PRD-0047,2025-10-23,2025-10-25,2025-10-27,2.0,True,weather_disruption,DHL Freight,delivered,True,False
SHP-005587,ORD-005587,SUP-008,WH-004,PRD-0073,2025-12-19,2025-12-29,2025-12-27,-2.0,False,,Kuehne+Nagel,delivered,True,False
SHP-005588,ORD-005588,SUP-008,WH-007,PRD-0075,2025-10-22,2025-10-31,2025-11-01,1.0,True,inventory_shortage,DHL Freight,delivered,True,False
SHP-005589,ORD-005589,SUP-015,WH-003,PRD-0177,2025-12-28,2026-01-04,2026-01-05,1.0,True,,DPD,delivered,False,False
SHP-005590,ORD-005590,SUP-019,WH-002,PRD-0016,2025-11-26,2025-12-01,2025-12-03,2.0,True,inventory_shortage,UPS,delivered,False,True
SHP-005591,ORD-005591,SUP-004,WH-001,PRD-0045,2025-04-30,2025-05-11,2025-05-16,5.0,True,inventory_shortage,DB Schenker,delivered,False,False
SHP-005592,ORD-005592,SUP-015,WH-006,PRD-0141,2025-08-10,2025-08-19,2025-08-18,-1.0,False,,UPS,delivered,False,False
SHP-005593,ORD-005593,SUP-010,WH-008,PRD-0027,2025-09-02,2025-09-05,2025-09-05,0.0,False,,Kuehne+Nagel,delivered,False,False
SHP-005594,ORD-005594,SUP-016,WH-004,PRD-0093,2025-08-03,2025-08-15,2025-08-15,0.0,False,,UPS,delivered,False,False
SHP-005595,ORD-005595,SUP-007,WH-003,PRD-0129,2025-06-05,2025-06-13,2025-06-13,0.0,False,,Kuehne+Nagel,delivered,False,False
SHP-005596,ORD-005596,SUP-018,WH-001,PRD-0130,2025-07-15,2025-07-25,,,,,DB Schenker,in_transit,True,False
SHP-005597,ORD-005597,SUP-008,WH-003,PRD-0023,2025-01-06,2025-01-16,2025-01-14,-2.0,False,,DHL Freight,delivered,False,False
SHP-005598,ORD-005598,SUP-011,WH-005,PRD-0159,2025-09-22,2025-09-30,2025-09-30,0.0,False,,DPD,delivered,False,False
SHP-005599,ORD-005599,SUP-017,WH-005,PRD-0029,2025-09-07,2025-09-20,2025-09-21,1.0,True,,DB Schenker,delivered,False,False
SHP-005600,ORD-005600,SUP-017,WH-007,PRD-0059,2025-03-15,2025-03-26,2025-03-31,5.0,True,warehouse_capacity_constraint,Kuehne+Nagel,delivered,False,True
SHP-005601,ORD-005601,SUP-024,WH-001,PRD-0068,2025-10-07,2025-10-20,2025-10-19,-1.0,False,,Kuehne+Nagel,delivered,True,True
SHP-005602,ORD-005602,SUP-003,WH-002,PRD-0173,2025-12-01,2025-12-06,,,,,DB Schenker,in_transit,False,False
SHP-005603,ORD-005603,SUP-005,WH-001,PRD-0162,2025-02-06,2025-02-14,2025-02-14,0.0,False,,DHL Freight,delivered,False,False
SHP-005604,ORD-005604,SUP-001,WH-005,PRD-0002,2025-01-18,,2025-01-24,-1.0,False,,DHL Freight,delivered,True,False
SHP-005605,ORD-005605,SUP-017,WH-006,PRD-0029,2025-03-24,2025-04-06,2025-04-06,0.0,False,,DB Schenker,delivered,False,True
SHP-005606,ORD-005606,SUP-016,WH-006,PRD-0005,2025-12-23,2026-01-06,2026-01-06,0.0,False,,UPS,delivered,True,False
SHP-005607,ORD-005607,SUP-008,WH-002,PRD-0081,2025-10-18,2025-10-30,2025-10-29,-1.0,False,,UPS,delivered,False,False
SHP-005608,ORD-005608,SUP-011,WH-003,PRD-0143,2025-11-29,2025-12-07,2025-12-05,-2.0,False,,UPS,delivered,False,True
SHP-005609,ORD-005609,SUP-017,WH-001,PRD-0114,2025-10-28,2025-11-07,2025-11-12,5.0,True,quality_hold,DB Schenker,delivered,False,True
SHP-005610,ORD-005610,SUP-018,WH-003,PRD-0038,2025-10-11,2025-10-18,2025-10-17,-1.0,False,,UPS,delivered,False,False
SHP-005611,ORD-005611,SUP-022,WH-002,PRD-0064,2025-12-25,2025-12-30,2025-12-28,-2.0,False,,DHL Freight,delivered,True,False
SHP-005612,ORD-005612,SUP-010,WH-004,PRD-0157,2025-10-01,2025-10-05,2025-10-05,0.0,False,,DB Schenker,delivered,False,False
SHP-005613,ORD-005613,SUP-004,WH-008,PRD-0178,2025-02-09,2025-02-22,,,,,DB Schenker,in_transit,False,False
SHP-005614,ORD-005614,SUP-022,WH-006,PRD-0010,2025-01-07,2025-01-19,,,,,Kuehne+Nagel,in_transit,False,False
SHP-005615,ORD-005615,SUP-014,WH-004,PRD-0104,2025-09-17,2025-09-20,2025-09-19,-1.0,False,,DPD,delivered,False,False
SHP-005616,ORD-005616,SUP-020,WH-003,PRD-0155,2025-07-30,2025-08-05,2025-08-03,-2.0,False,,DHL Freight,delivered,False,False
SHP-005617,ORD-005617,SUP-018,WH-006,PRD-0147,2025-07-05,2025-07-15,2025-07-15,0.0,False,,DB Schenker,delivered,True,False
SHP-005618,ORD-005618,SUP-023,WH-001,PRD-0060,2025-08-12,2025-08-21,2025-08-19,-2.0,False,,Kuehne+Nagel,delivered,True,True
SHP-005619,ORD-005619,SUP-007,WH-008,PRD-0129,2025-08-15,2025-08-21,2025-08-21,0.0,False,,DHL Freight,delivered,True,False
SHP-005620,ORD-005620,SUP-004,WH-005,PRD-0178,2025-02-12,2025-02-24,2025-02-25,1.0,True,,Kuehne+Nagel,delivered,False,False
SHP-005621,ORD-005621,SUP-015,WH-004,PRD-0115,2025-04-03,2025-04-10,2025-04-08,-2.0,False,,DPD,delivered,False,False
SHP-005622,ORD-005622,SUP-001,WH-006,PRD-0012,2025-09-05,2025-09-09,2025-09-08,-1.0,False,,DHL Freight,delivered,True,False
SHP-005623,ORD-005623,SUP-010,WH-006,PRD-0047,2025-12-31,2026-01-02,2026-01-07,5.0,True,carrier_delay,Kuehne+Nagel,delivered,False,False
SHP-005624,ORD-005624,SUP-015,WH-003,PRD-0177,2025-03-01,2025-03-09,2025-03-10,1.0,True,,Kuehne+Nagel,delivered,False,True
SHP-005625,ORD-005625,SUP-010,WH-007,PRD-0132,2025-11-30,2025-12-05,2025-12-09,4.0,True,warehouse_capacity_constraint,DB Schenker,delivered,False,False
SHP-005626,ORD-005626,SUP-013,WH-002,PRD-0025,2025-10-26,2025-11-04,2025-11-05,1.0,True,,DHL Freight,delivered,False,False
SHP-005627,ORD-005627,SUP-021,WH-004,PRD-0072,2025-06-19,2025-06-30,,,,,DHL Freight,in_transit,False,False
SHP-005628,ORD-005628,SUP-014,WH-001,PRD-0160,2025-02-17,2025-02-23,2025-02-23,0.0,False,,DB Schenker,delivered,True,False
SHP-005629,ORD-005629,SUP-014,WH-005,PRD-0085,2025-12-31,2026-01-06,2026-01-12,6.0,True,warehouse_capacity_constraint,Kuehne+Nagel,delivered,True,False
SHP-005630,ORD-005630,SUP-022,WH-003,PRD-0140,2025-09-19,2025-09-26,2025-09-26,0.0,False,,DB Schenker,delivered,True,False
SHP-005631,ORD-005631,SUP-011,WH-001,PRD-0166,2025-02-26,2025-03-06,2025-03-07,1.0,True,,UPS,delivered,False,False
SHP-005632,ORD-005632,SUP-020,WH-006,PRD-0088,2025-10-21,2025-10-31,2025-10-31,0.0,False,,DB Schenker,delivered,False,False
SHP-005633,ORD-005633,SUP-015,WH-002,PRD-0090,2025-11-26,2025-12-03,,,,,DHL Freight,in_transit,False,False
SHP-005634,ORD-005634,SUP-006,WH-005,PRD-0098,2025-12-16,2025-12-19,2025-12-19,0.0,False,,DB Schenker,delivered,False,False
SHP-005635,ORD-005635,SUP-009,WH-004,PRD-0165,2025-07-17,2025-07-24,,,,,DB Schenker,in_transit,True,False
SHP-005636,ORD-005636,SUP-011,WH-008,PRD-0166,2025-10-28,2025-11-05,2025-11-05,0.0,False,,DPD,delivered,False,False
SHP-005637,ORD-005637,SUP-006,WH-004,PRD-0050,2025-02-18,2025-02-26,2025-02-25,-1.0,False,,DHL Freight,delivered,False,False
SHP-005638,ORD-005638,SUP-011,WH-008,PRD-0051,2025-08-22,2025-08-26,2025-08-25,-1.0,False,,DHL Freight,delivered,False,False
SHP-005639,ORD-005639,SUP-023,WH-005,PRD-0052,2025-11-22,2025-12-04,2025-12-07,3.0,True,supplier_late_dispatch,DB Schenker,delivered,True,False
SHP-005640,ORD-005640,SUP-004,WH-006,PRD-0040,2025-12-25,2026-01-04,2026-01-04,0.0,False,,Kuehne+Nagel,delivered,False,False
SHP-005641,ORD-005641,SUP-018,WH-002,PRD-0119,2025-10-28,2025-11-04,2025-11-03,-1.0,False,,Kuehne+Nagel,delivered,False,True
SHP-005642,ORD-005642,SUP-015,WH-008,PRD-0011,2025-09-21,2025-09-30,2025-09-30,0.0,False,,Kuehne+Nagel,delivered,False,False
SHP-005643,ORD-005643,SUP-015,WH-008,PRD-0141,2026-01-02,2026-01-04,2026-01-04,0.0,False,,DB Schenker,delivered,False,True
SHP-005644,ORD-005644,SUP-018,WH-008,PRD-0020,2025-05-03,2025-05-07,2025-05-07,0.0,False,,DPD,delivered,False,True
SHP-005645,ORD-005645,SUP-019,WH-001,PRD-0174,2025-01-24,2025-02-01,2025-02-01,0.0,False,,DHL Freight,delivered,True,False
SHP-005646,ORD-005646,SUP-016,WH-003,PRD-0008,2025-10-28,2025-11-11,2025-11-11,0.0,False,,UPS,delivered,True,True
SHP-005647,ORD-005647,SUP-008,WH-008,PRD-0113,2025-05-08,2025-05-19,2025-05-17,-2.0,False,,UPS,delivered,False,False
SHP-005648,ORD-005648,SUP-003,WH-003,PRD-0173,2025-02-08,2025-02-12,2025-02-13,1.0,True,supplier_late_dispatch,DB Schenker,delivered,False,False
SHP-005649,ORD-005649,SUP-003,WH-007,PRD-0173,2025-12-13,2025-12-19,2025-12-19,0.0,False,,UPS,delivered,False,False
SHP-005650,ORD-005650,SUP-016,WH-007,PRD-0015,2025-11-09,2025-11-21,2025-11-22,1.0,True,,UPS,delivered,False,False
SHP-005651,ORD-005651,SUP-007,WH-001,PRD-0091,2025-04-10,2025-04-16,,,,,Kuehne+Nagel,in_transit,False,False
SHP-005652,ORD-005652,SUP-008,WH-006,PRD-0078,2025-11-25,2025-12-02,2025-12-01,-1.0,False,,DPD,delivered,False,False
SHP-005653,ORD-005653,SUP-010,WH-002,PRD-0047,2025-07-22,2025-07-28,2025-07-29,1.0,True,,DPD,delivered,True,False
SHP-005654,ORD-005654,SUP-015,WH-002,PRD-0018,2025-05-25,2025-05-31,2025-06-04,4.0,True,inventory_shortage,DPD,delivered,True,False
SHP-005655,ORD-005655,SUP-001,WH-002,PRD-0002,2025-01-29,,2025-02-04,1.0,True,,DHL Freight,delivered,False,False
SHP-005656,ORD-005656,SUP-002,WH-001,PRD-0028,2025-07-23,2025-08-01,2025-07-31,-1.0,False,,Kuehne+Nagel,delivered,False,False
SHP-005657,ORD-005657,SUP-007,WH-006,PRD-0129,2025-06-19,2025-06-26,2025-06-26,0.0,False,,UPS,delivered,False,False
SHP-005658,ORD-005658,SUP-009,WH-005,PRD-0055,2025-11-04,2025-11-11,2025-11-13,2.0,True,inventory_shortage,DPD,delivered,False,False
SHP-005659,ORD-005659,SUP-002,WH-002,PRD-0031,2025-09-19,2025-09-30,2025-09-30,0.0,False,,DHL Freight,delivered,False,False
SHP-005660,ORD-005660,SUP-012,WH-008,PRD-0176,2025-09-19,2025-10-04,2025-10-09,5.0,True,carrier_delay,DB Schenker,delivered,False,True
SHP-005661,ORD-005661,SUP-022,WH-003,PRD-0064,2025-05-28,2025-06-07,2025-06-08,1.0,True,,DB Schenker,delivered,False,False
SHP-005662,ORD-005662,SUP-020,WH-002,PRD-0101,2025-10-20,2025-10-27,2025-10-27,0.0,False,,DPD,delivered,False,False
SHP-005663,ORD-005663,SUP-013,WH-003,PRD-0024,2025-11-08,2025-11-14,2025-11-14,0.0,False,,DHL Freight,delivered,False,True
SHP-005664,ORD-005664,SUP-014,WH-002,PRD-0102,2025-08-02,2025-08-07,2025-08-07,0.0,False,,UPS,delivered,False,False
SHP-005665,ORD-005665,SUP-010,WH-002,PRD-0151,2025-10-14,2025-10-16,2025-10-20,4.0,True,warehouse_capacity_constraint,DHL Freight,delivered,False,False
SHP-005666,ORD-005666,SUP-001,WH-005,PRD-0002,2025-11-27,2025-12-05,2025-12-06,1.0,True,supplier_late_dispatch,Kuehne+Nagel,delivered,True,False
SHP-005667,ORD-005667,SUP-007,WH-006,PRD-0095,2025-07-24,2025-08-01,2025-08-03,2.0,True,carrier_delay,DB Schenker,delivered,True,False
SHP-005668,ORD-005668,SUP-012,WH-005,PRD-0097,2025-09-03,2025-09-15,2025-09-15,0.0,False,,DB Schenker,delivered,True,False
SHP-005669,ORD-005669,SUP-014,WH-002,PRD-0083,2025-12-30,2026-01-02,2026-01-02,0.0,False,,DB Schenker,delivered,False,True
SHP-005670,ORD-005670,SUP-017,WH-008,PRD-0114,2025-05-02,2025-05-15,2025-05-14,-1.0,False,,Kuehne+Nagel,delivered,False,False
SHP-005671,ORD-005671,SUP-011,WH-003,PRD-0051,2025-08-26,2025-08-30,2025-08-28,-2.0,False,,UPS,delivered,False,False
SHP-005672,ORD-005672,SUP-008,WH-002,PRD-0081,2025-12-05,2025-12-16,2025-12-15,-1.0,False,,DPD,delivered,False,False
SHP-005673,ORD-005673,SUP-008,WH-007,PRD-0006,2025-04-22,2025-05-03,2025-05-04,1.0,True,supplier_late_dispatch,DPD,delivered,False,False
SHP-005674,ORD-005674,SUP-019,WH-003,PRD-0046,2025-09-12,2025-09-18,2025-09-22,4.0,True,inventory_shortage,Kuehne+Nagel,delivered,True,False
SHP-005675,ORD-005675,SUP-019,WH-005,PRD-0124,2025-12-27,2026-01-02,2026-01-05,3.0,True,carrier_delay,DPD,delivered,False,True
SHP-005676,ORD-005676,SUP-022,WH-003,PRD-0010,2025-08-31,2025-09-10,2025-09-09,-1.0,False,,Kuehne+Nagel,delivered,False,False
SHP-005677,ORD-005677,SUP-022,WH-001,PRD-0064,2025-11-22,2025-11-30,2025-11-30,0.0,False,,Kuehne+Nagel,delivered,False,False
SHP-005678,ORD-005678,SUP-020,WH-004,PRD-0088,2025-06-30,2025-07-08,2025-07-06,-2.0,False,,DHL Freight,delivered,True,False
SHP-005679,ORD-005679,SUP-006,WH-002,PRD-0135,2025-06-22,2025-06-27,2025-06-27,0.0,False,,UPS,delivered,False,False
SHP-005680,ORD-005680,SUP-006,WH-007,PRD-0004,2025-07-18,2025-07-25,2025-07-25,0.0,False,,DB Schenker,delivered,False,False
SHP-005681,ORD-005681,SUP-018,WH-002,PRD-0105,2025-01-30,2025-02-09,2025-02-11,2.0,True,warehouse_capacity_constraint,Kuehne+Nagel,delivered,False,True
SHP-005682,ORD-005682,SUP-008,WH-004,PRD-0054,2025-05-29,2025-06-07,2025-06-07,0.0,False,,DPD,delivered,False,False
SHP-005683,ORD-005683,SUP-012,WH-002,PRD-0094,2025-10-18,2025-11-01,2025-11-01,0.0,False,,DPD,delivered,False,False
SHP-005684,ORD-005684,SUP-001,WH-001,PRD-0175,2025-09-15,2025-09-24,2025-09-22,-2.0,False,,DPD,delivered,False,False
SHP-005685,ORD-005685,SUP-006,WH-006,PRD-0098,2025-10-26,2025-11-02,2025-11-05,3.0,True,warehouse_capacity_constraint,UPS,delivered,False,False
SHP-005686,ORD-005686,SUP-008,WH-005,PRD-0030,2025-06-07,2025-06-17,2025-06-27,10.0,True,carrier_delay,DB Schenker,delivered,False,False
SHP-005687,ORD-005687,SUP-018,WH-008,PRD-0077,2025-06-16,2025-06-26,2025-06-24,-2.0,False,,DPD,delivered,False,False
