shipment_id,order_id,order_date,ship_date,promised_delivery_date,actual_delivery_date,supplier_id,supplier_name,supplier_reliability_score,warehouse_id,warehouse_name,warehouse_overload_flag,product_id,category,customer_region,order_quantity,priority,shipment_status,stockout_flag,delay_days,is_delayed,delay_reason
SHP-007460,ORD-007460,2025-11-11,2025-11-12,2025-11-16,2025-11-16,SUP-015,Alpine Industrial Parts,0.925,WH-002,Hamburg Distribution Center,False,PRD-0177,Mechanical,DE-East,33,standard,delivered,False,0,False,
SHP-007461,ORD-007461,2025-10-22,2025-10-24,2025-11-04,2025-11-03,SUP-008,Hanseatic Materials,0.604,WH-001,Berlin Distribution Center,False,PRD-0075,Raw Materials,DE-South,314,standard,delivered,False,-1,False,
SHP-007462,ORD-007462,2025-12-08,2025-12-09,2025-12-16,2025-12-16,SUP-001,Rhine Components,0.724,WH-004,Cologne Distribution Center,False,PRD-0121,Packaging,DE-East,1063,standard,delivered,True,0,False,
SHP-007463,ORD-007463,2025-05-28,2025-05-28,2025-06-04,2025-06-09,SUP-003,Alpine Industrial Parts,0.922,WH-006,Leipzig Distribution Center,True,PRD-0037,Mechanical,DE-North,20,standard,delivered,False,5,True,supplier_late_dispatch
SHP-007464,ORD-007464,2025-03-26,2025-03-29,2025-04-02,2025-03-31,SUP-007,Danube Tools,0.771,WH-008,Dortmund Distribution Center,False,PRD-0036,Textiles,DE-West,35,standard,delivered,False,-2,False,
SHP-007465,ORD-007465,2025-03-13,2025-03-14,2025-03-27,2025-03-27,SUP-004,Nordic Freight Supplies,0.931,WH-002,Hamburg Distribution Center,False,PRD-0017,Textiles,DE-Central,151,standard,delivered,True,0,False,
SHP-007466,ORD-007466,2025-05-10,2025-05-10,2025-05-23,2025-05-21,SUP-012,Bavaria Textile Group,0.813,WH-006,Leipzig Distribution Center,False,PRD-0148,Textiles,DE-West,219,expedited,delivered,False,-2,False,
SHP-007467,ORD-007467,2025-09-16,2025-09-17,2025-09-24,2025-09-23,SUP-003,Alpine Industrial Parts,0.922,WH-005,Frankfurt Distribution Center,True,PRD-0037,Mechanical,DE-West,258,standard,delivered,True,-1,False,
SHP-007468,ORD-007468,2025-02-09,2025-02-12,2025-02-18,2025-02-19,SUP-008,Hanseatic Materials,0.604,WH-003,Munich Distribution Center,False,PRD-0081,Raw Materials,DE-West,199,standard,delivered,False,1,True,
SHP-007469,ORD-007469,2025-09-07,2025-09-10,2025-09-13,2025-09-13,SUP-003,Alpine Industrial Parts,0.922,WH-004,Cologne Distribution Center,False,PRD-0037,Mechanical,DE-North,37,critical,delivered,False,0,False,
SHP-007470,ORD-007470,2025-03-22,2025-03-22,2025-03-26,2025-03-24,SUP-010,Black Forest Plastics,0.829,WH-001,Berlin Distribution Center,False,PRD-0132,Textiles,DE-East,146,standard,delivered,False,-2,False,
SHP-007471,ORD-007471,2025-11-12,2025-11-15,2025-11-25,2025-11-25,SUP-017,Main River Electronics,0.811,WH-007,Stuttgart Distribution Center,False,PRD-0029,Raw Materials,DE-East,237,standard,delivered,False,0,False,
SHP-007472,ORD-007472,2025-11-22,2025-11-22,2025-12-03,2025-12-09,SUP-002,Baltic Packaging,0.954,WH-008,Dortmund Distribution Center,False,PRD-0043,Electronics,DE-North,63,standard,delivered,True,6,True,weather_disruption
SHP-007473,ORD-007473,2025-11-24,2025-11-27,2025-12-09,2025-12-10,SUP-004,Nordic Freight Supplies,0.931,WH-004,Cologne Distribution Center,False,PRD-0169,Packaging,DE-East,644,standard,delivered,True,1,True,
SHP-007474,ORD-007474,2025-11-22,2025-11-23,2025-12-08,2025-12-07,SUP-012,Bavaria Textile Group,0.813,WH-008,Dortmund Distribution Center,False,PRD-0097,Packaging,DE-West,776,expedited,delivered,True,-1,False,
SHP-007475,ORD-007475,2025-10-05,2025-10-06,2025-10-12,2025-10-10,SUP-006,Elbe Manufacturing,0.939,WH-003,Munich Distribution Center,True,PRD-0050,Packaging,DE-Central,462,standard,delivered,False,-2,False,
SHP-007476,ORD-007476,2025-06-16,2025-06-18,2025-06-23,2025-06-23,SUP-015,Alpine Industrial Parts,0.925,WH-005,Frankfurt Distribution Center,False,PRD-0090,Electronics,DE-South,53,standard,delivered,False,0,False,
SHP-007477,ORD-007477,2025-07-30,2025-07-31,2025-08-07,2025-08-07,SUP-018,Elbe Manufacturing,0.745,WH-003,Munich Distribution Center,False,PRD-0130,Electronics,DE-South,126,standard,delivered,False,0,False,
SHP-007478,ORD-007478,2025-06-28,2025-06-29,2025-07-06,2025-07-04,SUP-022,Black Forest Plastics,0.971,WH-004,Cologne Distribution Center,True,PRD-0010,Packaging,DE-South,312,standard,delivered,False,-2,False,
SHP-007479,ORD-007479,2025-12-31,2026-01-03,2026-01-11,2026-01-09,SUP-023,Saxon Metals,0.93,WH-003,Munich Distribution Center,True,PRD-0153,Electronics,DE-South,56,standard,delivered,False,-2,False,
SHP-007480,ORD-007480,2025-01-10,2025-01-13,2025-01-19,2025-01-19,SUP-008,Hanseatic Materials,0.604,WH-006,Leipzig Distribution Center,False,PRD-0069,Mechanical,DE-North,46,expedited,delivered,False,0,False,
SHP-007481,ORD-007481,2025-04-19,2025-04-19,2025-04-28,2025-04-28,SUP-018,Elbe Manufacturing,0.745,WH-003,Munich Distribution Center,False,PRD-0130,Electronics,DE-Central,83,standard,delivered,False,0,False,
SHP-007482,ORD-007482,2025-09-21,2025-09-21,2025-10-05,2025-10-06,SUP-004,Nordic Freight Supplies,0.931,WH-001,Berlin Distribution Center,False,PRD-0178,Packaging,DE-North,1095,expedited,delivered,True,1,True,supplier_late_dispatch
SHP-007483,ORD-007483,2025-05-26,2025-05-28,2025-06-08,2025-06-07,SUP-004,Nordic Freight Supplies,0.931,WH-007,Stuttgart Distribution Center,False,PRD-0003,Mechanical,DE-West,35,standard,delivered,False,-1,False,
SHP-007484,ORD-007484,2025-05-25,2025-05-26,2025-06-09,2025-06-12,SUP-004,Nordic Freight Supplies,0.931,WH-003,Munich Distribution Center,False,PRD-0169,Packaging,DE-South,948,standard,delivered,True,3,True,warehouse_capacity_constraint
SHP-007485,ORD-007485,2025-11-29,2025-12-02,2025-12-10,2025-12-16,SUP-004,Nordic Freight Supplies,0.931,WH-005,Frankfurt Distribution Center,False,PRD-0045,Textiles,DE-West,53,standard,delivered,False,6,True,supplier_late_dispatch
SHP-007486,ORD-007486,2025-02-17,2025-02-18,2025-03-02,2025-03-02,SUP-016,Nordic Freight Supplies,0.901,WH-005,Frankfurt Distribution Center,False,PRD-0108,Raw Materials,DE-Central,425,standard,delivered,False,0,False,
SHP-007487,ORD-007487,2025-04-30,2025-05-02,2025-05-08,2025-05-08,SUP-021,Ruhr Mechanical,0.841,WH-006,Leipzig Distribution Center,False,PRD-0100,Packaging,DE-North,957,standard,delivered,True,0,False,
SHP-007488,ORD-007488,2025-11-15,2025-11-18,2025-11-25,2025-11-23,SUP-018,Elbe Manufacturing,0.745,WH-005,Frankfurt Distribution Center,False,PRD-0119,Packaging,DE-South,504,standard,delivered,True,-2,False,
SHP-007489,ORD-007489,2025-10-30,2025-11-02,2025-11-10,,SUP-022,Black Forest Plastics,0.971,WH-002,Hamburg Distribution Center,False,PRD-0168,Electronics,DE-West,81,standard,in_transit,False,,,
SHP-007490,ORD-007490,2025-09-25,2025-09-25,2025-10-04,2025-10-08,SUP-001,Rhine Components,0.724,WH-003,Munich Distribution Center,False,PRD-0175,Mechanical,DE-West,61,standard,delivered,False,4,True,supplier_late_dispatch
SHP-007491,ORD-007491,2025-11-04,2025-11-06,2025-11-09,2025-11-09,SUP-003,Alpine Industrial Parts,0.922,WH-004,Cologne Distribution Center,False,PRD-0173,Raw Materials,DE-East,452,standard,delivered,False,0,False,
SHP-007492,ORD-007492,2025-12-30,2026-01-02,2026-01-12,2026-01-11,SUP-012,Bavaria Textile Group,0.813,WH-006,Leipzig Distribution Center,True,PRD-0097,Packaging,DE-West,462,standard,delivered,True,-1,False,
SHP-007493,ORD-007493,2025-12-07,2025-12-08,2025-12-18,2025-12-19,SUP-008,Hanseatic Materials,0.604,WH-003,Munich Distribution Center,False,PRD-0113,Mechanical,DE-North,82,standard,delivered,False,1,True,carrier_delay
SHP-007494,ORD-007494,2025-10-10,2025-10-12,2025-10-20,2025-10-19,SUP-013,Rhine Components,0.887,WH-006,Leipzig Distribution Center,True,PRD-0161,Mechanical,DE-Central,283,standard,delivered,False,-1,False,
SHP-007495,ORD-007495,2025-04-25,2025-04-27,2025-05-04,,SUP-015,Alpine Industrial Parts,0.925,WH-003,Munich Distribution Center,True,PRD-0136,Mechanical,DE-East,216,expedited,in_transit,False,,,
SHP-007496,ORD-007496,2025-11-27,2025-11-30,2025-12-07,2025-12-09,SUP-008,Hanseatic Materials,0.604,WH-003,Munich Distribution Center,True,PRD-0111,Textiles,DE-East,298,standard,delivered,False,2,True,weather_disruption
SHP-007497,ORD-007497,2025-11-04,2025-11-06,2025-11-12,2025-11-22,SUP-013,Rhine Components,0.887,WH-004,Cologne Distribution Center,False,PRD-0099,Electronics,DE-West,105,expedited,delivered,False,10,True,supplier_late_dispatch
SHP-007498,ORD-007498,2025-05-30,2025-05-31,2025-06-12,2025-06-12,SUP-023,Saxon Metals,0.93,WH-001,Berlin Distribution Center,False,PRD-0060,Textiles,DE-North,298,standard,delivered,True,0,False,
SHP-007499,ORD-007499,2025-03-11,2025-03-12,2025-03-18,2025-03-16,SUP-018,Elbe Manufacturing,0.745,WH-005,Frankfurt Distribution Center,False,PRD-0147,Textiles,DE-East,184,expedited,delivered,False,-2,False,
SHP-007500,ORD-007500,2025-07-04,2025-07-06,2025-07-12,2025-07-13,SUP-018,Elbe Manufacturing,0.745,WH-001,Berlin Distribution Center,False,PRD-0038,Mechanical,DE-North,224,expedited,delivered,False,1,True,inventory_shortage
SHP-007501,ORD-007501,2025-10-25,2025-10-27,2025-11-04,2025-11-07,SUP-018,Elbe Manufacturing,0.745,WH-005,Frankfurt Distribution Center,False,PRD-0009,Raw Materials,DE-South,114,standard,delivered,False,3,True,inventory_shortage
SHP-007502,ORD-007502,2025-11-21,2025-11-24,2025-11-26,2025-11-25,SUP-006,Elbe Manufacturing,0.939,WH-006,Leipzig Distribution Center,False,PRD-0098,Raw Materials,DE-North,266,expedited,delivered,False,-1,False,
SHP-007503,ORD-007503,2025-06-28,2025-06-30,2025-07-08,2025-07-13,SUP-008,Hanseatic Materials,0.604,WH-005,Frankfurt Distribution Center,False,PRD-0053,Textiles,DE-North,210,standard,delivered,True,5,True,supplier_late_dispatch
SHP-007504,ORD-007504,2025-01-24,2025-01-26,2025-02-01,,SUP-018,Elbe Manufacturing,0.745,WH-008,Dortmund Distribution Center,False,PRD-0039,Mechanical,DE-North,69,standard,in_transit,False,,,
SHP-007505,ORD-007505,2025-02-07,2025-02-07,2025-02-19,2025-02-22,SUP-004,Nordic Freight Supplies,0.931,WH-008,Dortmund Distribution Center,False,PRD-0003,Mechanical,DE-East,322,standard,delivered,False,3,True,supplier_late_dispatch
SHP-007506,ORD-007506,2025-07-12,2025-07-13,2025-07-18,2025-07-19,SUP-007,Danube Tools,0.771,WH-003,Munich Distribution Center,True,PRD-0095,Electronics,DE-South,108,critical,delivered,True,1,True,carrier_delay
SHP-007507,ORD-007507,2025-12-05,2025-12-08,2025-12-13,2025-12-14,SUP-011,Saxon Metals,0.611,WH-001,Berlin Distribution Center,False,PRD-0122,Mechanical,DE-Central,344,standard,delivered,False,1,True,
SHP-007508,ORD-007508,2025-10-22,2025-10-23,2025-11-03,2025-11-04,SUP-008,Hanseatic Materials,0.604,WH-004,Cologne Distribution Center,False,PRD-0074,Electronics,DE-East,26,standard,delivered,False,1,True,
SHP-007509,ORD-007509,2025-04-24,2025-04-24,2025-05-02,,SUP-011,Saxon Metals,0.611,WH-006,Leipzig Distribution Center,False,PRD-0146,Textiles,DE-West,328,standard,in_transit,True,,,
SHP-007510,ORD-007510,2025-11-20,2025-11-21,2025-12-03,2025-12-03,SUP-005,Main River Electronics,0.945,WH-002,Hamburg Distribution Center,True,PRD-0070,Mechanical,DE-Central,311,critical,delivered,True,0,False,
SHP-007511,ORD-007511,2025-04-23,2025-04-25,2025-05-10,2025-05-10,SUP-016,Nordic Freight Supplies,0.901,WH-004,Cologne Distribution Center,False,PRD-0096,Raw Materials,DE-Central,494,expedited,delivered,False,0,False,
SHP-007512,ORD-007512,2025-11-05,2025-11-08,2025-11-17,2025-11-17,SUP-022,Black Forest Plastics,0.971,WH-002,Hamburg Distribution Center,False,PRD-0010,Packaging,DE-North,848,standard,delivered,True,0,False,
SHP-007513,ORD-007513,2025-09-04,2025-09-04,2025-09-18,2025-09-18,SUP-017,Main River Electronics,0.811,WH-008,Dortmund Distribution Center,False,PRD-0137,Mechanical,DE-Central,158,standard,delivered,False,0,False,
SHP-007514,ORD-007514,2025-03-30,2025-03-31,2025-04-07,2025-04-08,SUP-018,Elbe Manufacturing,0.745,WH-004,Cologne Distribution Center,False,PRD-0009,Raw Materials,DE-East,363,standard,delivered,False,1,True,
SHP-007515,ORD-007515,2025-12-28,2025-12-28,2026-01-08,2026-01-09,SUP-008,Hanseatic Materials,0.604,WH-003,Munich Distribution Center,False,PRD-0106,Textiles,DE-North,343,standard,delivered,True,1,True,inventory_shortage
SHP-007516,ORD-007516,2025-12-03,2025-12-04,2025-12-12,2025-12-13,SUP-020,Hanseatic Materials,0.846,WH-003,Munich Distribution Center,False,PRD-0041,Raw Materials,DE-East,340,standard,delivered,True,1,True,
SHP-007517,ORD-007517,2025-02-06,2025-02-06,2025-02-19,2025-02-17,SUP-017,Main River Electronics,0.811,WH-006,Leipzig Distribution Center,True,PRD-0137,Mechanical,DE-North,93,standard,delivered,False,-2,False,
SHP-007518,ORD-007518,2025-05-23,2025-05-25,2025-06-03,2025-06-10,SUP-008,Hanseatic Materials,0.604,WH-005,Frankfurt Distribution Center,True,PRD-0069,Mechanical,DE-West,84,standard,delivered,False,7,True,warehouse_capacity_constraint
SHP-007519,ORD-007519,2025-11-18,2025-11-20,2025-11-27,,SUP-015,Alpine Industrial Parts,0.925,WH-008,Dortmund Distribution Center,True,PRD-0018,Textiles,DE-Central,162,expedited,in_transit,False,,,
SHP-007520,ORD-007520,2025-08-09,2025-08-09,2025-08-17,2025-08-17,SUP-022,Black Forest Plastics,0.971,WH-005,Frankfurt Distribution Center,True,PRD-0140,Raw Materials,DE-South,368,standard,delivered,False,0,False,
SHP-007521,ORD-007521,2025-04-12,2025-04-14,2025-04-23,2025-04-22,SUP-024,Bavaria Textile Group,0.894,WH-005,Frankfurt Distribution Center,False,PRD-0019,Electronics,DE-North,53,standard,delivered,False,-1,False,
SHP-007522,ORD-007522,2025-10-09,2025-10-10,2025-10-21,2025-10-23,SUP-002,Baltic Packaging,0.954,WH-007,Stuttgart Distribution Center,False,PRD-0014,Electronics,DE-East,14,standard,delivered,False,2,True,weather_disruption
SHP-007523,ORD-007523,2025-10-26,2025-10-27,2025-11-05,2025-11-03,SUP-019,Danube Tools,0.652,WH-004,Cologne Distribution Center,False,PRD-0124,Electronics,DE-South,55,standard,delivered,False,-2,False,
SHP-007524,ORD-007524,2025-10-26,2025-10-28,2025-11-10,2025-11-10,SUP-012,Bavaria Textile Group,0.813,WH-001,Berlin Distribution Center,True,PRD-0094,Raw Materials,DE-East,430,standard,delivered,False,0,False,
SHP-007525,ORD-007525,2025-05-24,2025-05-26,2025-06-03,2025-06-03,SUP-008,Hanseatic Materials,0.604,WH-003,Munich Distribution Center,False,PRD-0006,Mechanical,DE-West,25,standard,delivered,False,0,False,
SHP-007526,ORD-007526,2025-11-11,2025-11-14,2025-11-16,2025-11-15,SUP-014,Baltic Packaging,0.868,WH-005,Frankfurt Distribution Center,False,PRD-0160,Packaging,DE-East,714,standard,delivered,True,-1,False,
SHP-007527,ORD-007527,2025-01-30,2025-01-30,2025-02-12,2025-02-12,SUP-023,Saxon Metals,0.93,WH-004,Cologne Distribution Center,False,PRD-0179,Textiles,DE-West,227,expedited,delivered,False,0,False,
SHP-007528,ORD-007528,2025-10-31,2025-10-31,2025-11-12,2025-11-12,SUP-004,Nordic Freight Supplies,0.931,WH-006,Leipzig Distribution Center,True,PRD-0057,Raw Materials,DE-North,260,standard,delivered,True,0,False,
SHP-007529,ORD-007529,2025-09-29,2025-10-01,2025-10-08,2025-10-07,SUP-011,Saxon Metals,0.611,WH-001,Berlin Distribution Center,False,PRD-0082,Packaging,DE-West,154,standard,delivered,False,-1,False,
SHP-007530,ORD-007530,2025-10-29,2025-10-29,2025-11-12,2025-11-12,SUP-024,Bavaria Textile Group,0.894,WH-001,Berlin Distribution Center,False,PRD-0026,Textiles,DE-West,248,expedited,delivered,False,0,False,
SHP-007531,ORD-007531,2025-11-26,2025-11-27,2025-12-01,2025-12-02,SUP-015,Alpine Industrial Parts,0.925,WH-002,Hamburg Distribution Center,False,PRD-0090,Electronics,DE-West,21,critical,delivered,False,1,True,
SHP-007532,ORD-007532,2025-08-15,2025-08-16,2025-08-21,2025-08-19,SUP-013,Rhine Components,0.887,WH-007,Stuttgart Distribution Center,False,PRD-0161,Mechanical,DE-East,217,standard,delivered,False,-2,False,
SHP-007533,ORD-007533,2025-02-04,2025-02-04,2025-02-17,2025-02-17,SUP-004,Nordic Freight Supplies,0.931,WH-003,Munich Distribution Center,False,PRD-0003,Mechanical,DE-North,120,standard,delivered,False,0,False,
SHP-007534,ORD-007534,2025-12-14,2025-12-14,2025-12-23,2025-12-25,SUP-001,Rhine Components,0.724,WH-004,Cologne Distribution Center,False,PRD-0002,Mechanical,DE-North,270,expedited,delivered,False,2,True,inventory_shortage
SHP-007535,ORD-007535,2025-01-30,2025-02-01,2025-02-09,2025-02-09,SUP-009,Ruhr Mechanical,0.965,WH-006,Leipzig Distribution Center,False,PRD-0055,Electronics,DE-Central,94,expedited,delivered,False,0,False,
SHP-007536,ORD-007536,2025-10-19,2025-10-21,2025-10-28,2025-11-03,SUP-015,Alpine Industrial Parts,0.925,WH-006,Leipzig Distribution Center,False,PRD-0136,Mechanical,DE-North,85,expedited,delivered,False,6,True,carrier_delay
SHP-007537,ORD-007537,2025-12-17,2025-12-19,2025-12-27,2025-12-27,SUP-020,Hanseatic Materials,0.846,WH-001,Berlin Distribution Center,True,PRD-0101,Electronics,DE-South,31,expedited,delivered,False,0,False,
SHP-007538,ORD-007538,2025-09-23,2025-09-26,2025-10-04,2025-10-04,SUP-022,Black Forest Plastics,0.971,WH-007,Stuttgart Distribution Center,False,PRD-0140,Raw Materials,DE-Central,134,standard,delivered,True,0,False,
SHP-007539,ORD-007539,2025-10-19,2025-10-20,2025-10-26,2025-10-27,SUP-019,Danube Tools,0.652,WH-006,Leipzig Distribution Center,False,PRD-0174,Raw Materials,DE-Central,374,standard,delivered,True,1,True,
SHP-007540,ORD-007540,2025-02-15,2025-02-16,2025-02-26,,SUP-008,Hanseatic Materials,0.604,WH-008,Dortmund Distribution Center,False,PRD-0048,Electronics,DE-Central,149,standard,in_transit,False,,,
SHP-007541,ORD-007541,2025-07-31,2025-08-01,2025-08-08,2025-08-10,SUP-010,Black Forest Plastics,0.829,WH-001,Berlin Distribution Center,False,PRD-0151,Electronics,DE-Central,57,expedited,delivered,False,2,True,warehouse_capacity_constraint
SHP-007542,ORD-007542,2025-09-20,2025-09-20,2025-10-05,2025-10-05,SUP-017,Main River Electronics,0.811,WH-007,Stuttgart Distribution Center,False,PRD-0137,Mechanical,DE-Central,175,standard,delivered,False,0,False,
SHP-007543,ORD-007543,2025-11-14,2025-11-17,2025-11-22,2025-11-20,SUP-011,Saxon Metals,0.611,WH-001,Berlin Distribution Center,False,PRD-0159,Mechanical,DE-North,40,standard,delivered,False,-2,False,
SHP-007544,ORD-007544,2025-11-29,2025-12-01,2025-12-06,2025-12-09,SUP-009,Ruhr Mechanical,0.965,WH-008,Dortmund Distribution Center,True,PRD-0042,Packaging,DE-East,560,standard,delivered,True,3,True,carrier_delay
SHP-007545,ORD-007545,2025-08-13,2025-08-15,2025-08-28,2025-08-28,SUP-004,Nordic Freight Supplies,0.931,WH-002,Hamburg Distribution Center,False,PRD-0169,Packaging,DE-East,818,standard,delivered,False,0,False,
SHP-007546,ORD-007546,2025-12-19,2025-12-22,2025-12-30,2025-12-30,SUP-008,Hanseatic Materials,0.604,WH-007,Stuttgart Distribution Center,True,PRD-0069,Mechanical,DE-South,155,standard,delivered,False,0,False,
SHP-007547,ORD-007547,2025-10-28,2025-10-31,2025-11-12,2025-11-12,SUP-016,Nordic Freight Supplies,0.901,WH-001,Berlin Distribution Center,False,PRD-0096,Raw Materials,DE-North,471,standard,delivered,False,0,False,
SHP-007548,ORD-007548,2025-06-29,2025-07-02,2025-07-05,2025-07-12,SUP-006,Elbe Manufacturing,0.939,WH-003,Munich Distribution Center,False,PRD-0004,Mechanical,DE-Central,22,expedited,delivered,False,7,True,inventory_shortage
SHP-007549,ORD-007549,2025-04-26,2025-04-27,2025-05-06,2025-05-06,SUP-007,Danube Tools,0.771,WH-008,Dortmund Distribution Center,False,PRD-0095,Electronics,DE-Central,18,expedited,delivered,False,0,False,
SHP-007550,ORD-007550,2025-08-18,2025-08-18,2025-08-28,2025-08-28,SUP-011,Saxon Metals,0.611,WH-001,Berlin Distribution Center,False,PRD-0122,Mechanical,DE-East,133,standard,delivered,False,0,False,
SHP-007551,ORD-007551,2025-01-03,2025-01-05,2025-01-16,,SUP-002,Baltic Packaging,0.954,WH-008,Dortmund Distribution Center,False,PRD-0014,Electronics,DE-East,64,standard,in_transit,False,,,
SHP-007552,ORD-007552,2025-06-22,2025-06-23,2025-07-03,,SUP-008,Hanseatic Materials,0.604,WH-004,Cologne Distribution Center,False,PRD-0048,Electronics,DE-East,113,standard,in_transit,False,,,
SHP-007553,ORD-007553,2025-04-28,2025-04-30,2025-05-07,2025-05-07,SUP-011,Saxon Metals,0.611,WH-008,Dortmund Distribution Center,False,PRD-0159,Mechanical,DE-South,261,critical,delivered,False,0,False,
SHP-007554,ORD-007554,2025-01-11,2025-01-13,2025-01-19,2025-01-20,SUP-006,Elbe Manufacturing,0.939,WH-004,Cologne Distribution Center,True,PRD-0098,Raw Materials,DE-South,289,standard,delivered,False,1,True,
SHP-007555,ORD-007555,2025-10-17,2025-10-19,2025-10-31,2025-10-31,SUP-017,Main River Electronics,0.811,WH-007,Stuttgart Distribution Center,False,PRD-0059,Mechanical,DE-Central,220,standard,delivered,False,0,False,
SHP-007556,ORD-007556,2025-02-14,2025-02-14,2025-02-24,2025-02-24,SUP-020,Hanseatic Materials,0.846,WH-007,Stuttgart Distribution Center,False,PRD-0128,Mechanical,DE-West,331,standard,delivered,False,0,False,
SHP-007557,ORD-007557,2025-07-23,2025-07-24,2025-07-31,2025-07-29,SUP-014,Baltic Packaging,0.868,WH-003,Munich Distribution Center,False,PRD-0156,Packaging,DE-North,489,standard,delivered,True,-2,False,
SHP-007558,ORD-007558,2025-07-04,2025-07-06,2025-07-09,2025-07-10,SUP-010,Black Forest Plastics,0.829,WH-004,Cologne Distribution Center,False,PRD-0157,Raw Materials,DE-Central,158,standard,delivered,False,1,True,
SHP-007559,ORD-007559,2025-04-29,2025-05-02,2025-05-07,,SUP-004,Nordic Freight Supplies,0.931,WH-002,Hamburg Distribution Center,False,PRD-0178,Packaging,DE-West,250,standard,in_transit,False,,,
SHP-007560,ORD-007560,2025-04-28,2025-04-29,2025-05-04,2025-05-04,SUP-019,Danube Tools,0.652,WH-007,Stuttgart Distribution Center,False,PRD-0046,Packaging,DE-Central,729,standard,delivered,False,0,False,
SHP-007561,ORD-007561,2025-11-19,2025-11-20,2025-11-27,2025-12-01,SUP-013,Rhine Components,0.887,WH-001,Berlin Distribution Center,False,PRD-0099,Electronics,DE-East,87,expedited,delivered,False,4,True,quality_hold
SHP-007562,ORD-007562,2025-05-28,2025-05-30,2025-06-07,2025-06-05,SUP-011,Saxon Metals,0.611,WH-006,Leipzig Distribution Center,False,PRD-0143,Textiles,DE-Central,55,expedited,delivered,False,-2,False,
SHP-007563,ORD-007563,2025-12-25,2025-12-27,2026-01-05,2026-01-08,SUP-008,Hanseatic Materials,0.604,WH-005,Frankfurt Distribution Center,False,PRD-0133,Mechanical,DE-Central,297,standard,delivered,True,3,True,supplier_late_dispatch
SHP-007564,ORD-007564,2025-12-31,2025-12-31,2026-01-07,2026-01-05,SUP-013,Rhine Components,0.887,WH-004,Cologne Distribution Center,True,PRD-0024,Textiles,DE-Central,145,standard,delivered,True,-2,False,
SHP-007565,ORD-007565,2025-10-23,2025-10-23,2025-10-31,2025-11-01,SUP-018,Elbe Manufacturing,0.745,WH-005,Frankfurt Distribution Center,False,PRD-0105,Raw Materials,DE-North,158,standard,delivered,False,1,True,customs_documentation
SHP-007566,ORD-007566,2025-11-16,2025-11-17,2025-11-25,2025-11-24,SUP-013,Rhine Components,0.887,WH-005,Frankfurt Distribution Center,False,PRD-0161,Mechanical,DE-Central,41,expedited,delivered,False,-1,False,
SHP-007567,ORD-007567,2025-02-06,2025-02-09,2025-02-15,2025-02-16,SUP-011,Saxon Metals,0.611,WH-007,Stuttgart Distribution Center,True,PRD-0122,Mechanical,DE-North,251,standard,delivered,False,1,True,weather_disruption
SHP-007568,ORD-007568,2025-08-19,2025-08-20,2025-09-03,2025-09-03,SUP-004,Nordic Freight Supplies,0.931,WH-006,Leipzig Distribution Center,False,PRD-0057,Raw Materials,DE-West,476,expedited,delivered,True,0,False,
SHP-007569,ORD-007569,2025-08-19,2025-08-22,2025-08-27,,SUP-011,Saxon Metals,0.611,WH-008,Dortmund Distribution Center,True,PRD-0166,Raw Materials,DE-Central,162,standard,in_transit,False,,,
SHP-007570,ORD-007570,2025-03-09,2025-03-11,2025-03-18,2025-03-21,SUP-009,Ruhr Mechanical,0.965,WH-005,Frankfurt Distribution Center,False,PRD-0042,Packaging,DE-North,905,expedited,delivered,True,3,True,customs_documentation
SHP-007571,ORD-007571,2025-03-18,2025-03-18,2025-03-31,2025-03-31,SUP-016,Nordic Freight Supplies,0.901,WH-005,Frankfurt Distribution Center,False,PRD-0123,Electronics,DE-West,77,standard,delivered,True,0,False,
SHP-007572,ORD-007572,2025-03-29,2025-03-29,2025-04-09,2025-04-09,SUP-009,Ruhr Mechanical,0.965,WH-002,Hamburg Distribution Center,True,PRD-0165,Packaging,DE-West,172,standard,delivered,False,0,False,
SHP-007573,ORD-007573,2025-03-09,2025-03-12,2025-03-17,2025-03-20,SUP-001,Rhine Components,0.724,WH-007,Stuttgart Distribution Center,False,PRD-0121,Packaging,DE-Central,957,expedited,delivered,True,3,True,inventory_shortage
SHP-007574,ORD-007574,2025-03-20,2025-03-22,2025-04-01,2025-03-31,SUP-004,Nordic Freight Supplies,0.931,WH-006,Leipzig Distribution Center,False,PRD-0062,Mechanical,DE-West,284,standard,delivered,False,-1,False,
SHP-007575,ORD-007575,2025-08-15,2025-08-15,2025-08-25,2025-09-01,SUP-020,Hanseatic Materials,0.846,WH-005,Frankfurt Distribution Center,False,PRD-0101,Electronics,DE-South,58,standard,delivered,False,7,True,inventory_shortage
SHP-007576,ORD-007576,2025-11-24,2025-11-24,2025-12-03,2025-12-01,SUP-007,Danube Tools,0.771,WH-006,Leipzig Distribution Center,False,PRD-0095,Electronics,DE-South,5,expedited,delivered,False,-2,False,
SHP-007577,ORD-007577,2025-05-14,2025-05-17,2025-05-25,2025-05-23,SUP-008,Hanseatic Materials,0.604,WH-007,Stuttgart Distribution Center,False,PRD-0073,Packaging,DE-North,706,expedited,delivered,True,-2,False,
SHP-007578,ORD-007578,2025-03-08,2025-03-10,2025-03-20,2025-03-20,SUP-024,Bavaria Textile Group,0.894,WH-008,Dortmund Distribution Center,False,PRD-0019,Electronics,DE-East,121,standard,delivered,False,0,False,
